Source,Data_Level,Area,Road_Name,Day,Day_Num,Is_Weekend,Hour,Peak_Flag,Cars,Motorcycles,Buses,Trucks,Total_Vehicles,Road_Capacity_Util,Roadwork
Synthetic_Generated,Area_Level,Koramangala,Sony World Junction,Wednesday,2,0,22,0,9422,16026,3909,599,29956,100.0,No
Synthetic_Generated,Area_Level,Electronic City,Hosur Road,Wednesday,2,0,3,0,5557,10430,3119,390,19496,98.52600542456896,No
Synthetic_Generated,Area_Level,M.G. Road,Trinity Circle,Wednesday,2,0,14,0,6948,13894,4609,519,25970,100.0,No
Synthetic_Generated,Area_Level,M.G. Road,Anil Kumble Circle,Wednesday,2,0,12,0,15362,24518,5031,917,45828,100.0,No
Synthetic_Generated,Area_Level,Jayanagar,Jayanagar 4th Block,Wednesday,2,0,14,0,7069,11248,2287,420,21024,100.0,Yes
Synthetic_Generated,Area_Level,Jayanagar,South End Circle,Wednesday,2,0,0,0,6188,10652,2673,398,19911,100.0,No
Synthetic_Generated,Area_Level,Hebbal,Hebbal Flyover,Wednesday,2,0,21,0,11353,20648,5822,772,38595,100.0,No
Synthetic_Generated,Area_Level,Hebbal,Ballari Road,Wednesday,2,0,22,0,6249,10826,2755,405,20235,96.23211553180305,No
Synthetic_Generated,Area_Level,Yeshwanthpur,Yeshwanthpur Circle,Wednesday,2,0,13,0,11173,19206,4803,718,35900,100.0,No
Synthetic_Generated,Area_Level,Indiranagar,100 Feet Road,Thursday,3,0,16,0,6371,11768,3417,440,21996,100.0,No
Synthetic_Generated,Area_Level,Indiranagar,CMH Road,Thursday,3,0,22,0,15480,27925,7747,1044,52196,100.0,No
Synthetic_Generated,Area_Level,Koramangala,Sarjapur Road,Thursday,3,0,17,1,11583,21554,6344,806,40287,100.0,No
Synthetic_Generated,Area_Level,M.G. Road,Trinity Circle,Thursday,3,0,3,0,7240,13129,3681,491,24541,100.0,No
Synthetic_Generated,Area_Level,M.G. Road,Anil Kumble Circle,Thursday,3,0,14,0,7023,13819,4471,517,25830,100.0,No
Synthetic_Generated,Area_Level,Yeshwanthpur,Yeshwanthpur Circle,Thursday,3,0,14,0,4234,6665,1310,249,12458,59.99449888567152,No
Synthetic_Generated,Area_Level,Yeshwanthpur,Tumkur Road,Thursday,3,0,10,1,5226,8536,1875,319,15956,75.26902177438437,No
Synthetic_Generated,Area_Level,Indiranagar,100 Feet Road,Friday,4,0,17,1,12519,24139,7560,902,45120,100.0,No
Synthetic_Generated,Area_Level,Indiranagar,CMH Road,Friday,4,0,22,0,6200,11488,3356,429,21473,100.0,No
Synthetic_Generated,Area_Level,Whitefield,Marathahalli Bridge,Friday,4,0,22,0,7045,11704,2689,438,21876,100.0,No
Synthetic_Generated,Area_Level,Whitefield,ITPL Main Road,Friday,4,0,11,0,7536,13550,3734,507,25327,100.0,No
Synthetic_Generated,Area_Level,Koramangala,Sony World Junction,Friday,4,0,2,0,4874,8074,1842,302,15092,75.53206934110115,Yes
Synthetic_Generated,Area_Level,Koramangala,Sarjapur Road,Friday,4,0,23,0,14385,24952,6369,933,46639,100.0,No
Synthetic_Generated,Area_Level,M.G. Road,Trinity Circle,Friday,4,0,20,1,6969,13384,4163,500,25016,100.0,No
Synthetic_Generated,Area_Level,M.G. Road,Anil Kumble Circle,Friday,4,0,3,0,3959,6291,1273,235,11758,59.15119626961004,No
Synthetic_Generated,Area_Level,Jayanagar,South End Circle,Friday,4,0,22,0,5371,8540,1732,319,15962,76.52723733961719,No
Synthetic_Generated,Area_Level,Hebbal,Ballari Road,Friday,4,0,20,1,10368,16863,3658,630,31519,100.0,No
Synthetic_Generated,Area_Level,Yeshwanthpur,Tumkur Road,Friday,4,0,12,0,5014,10070,3363,376,18823,94.8773263765388,No
Synthetic_Generated,Area_Level,Indiranagar,100 Feet Road,Saturday,5,1,14,0,15516,25002,5279,935,46732,100.0,No
Synthetic_Generated,Area_Level,Indiranagar,CMH Road,Saturday,5,1,9,1,11230,17804,3579,666,33279,100.0,No
Synthetic_Generated,Area_Level,Whitefield,ITPL Main Road,Saturday,5,1,1,0,7487,13866,4046,518,25917,100.0,No
Synthetic_Generated,Area_Level,Electronic City,Hosur Road,Saturday,5,1,8,1,5685,10234,2827,383,19129,100.0,No
Synthetic_Generated,Area_Level,Jayanagar,Jayanagar 4th Block,Saturday,5,1,19,1,5136,10010,3191,374,18711,96.7290411123013,No
Synthetic_Generated,Area_Level,Jayanagar,South End Circle,Saturday,5,1,0,0,6890,12494,3502,467,23353,100.0,Yes
Synthetic_Generated,Area_Level,Yeshwanthpur,Tumkur Road,Saturday,5,1,8,1,7815,13354,3292,499,24960,100.0,No
Synthetic_Generated,Area_Level,Indiranagar,CMH Road,Sunday,6,1,9,1,7840,13139,3088,491,24558,100.0,No
Synthetic_Generated,Area_Level,Whitefield,Marathahalli Bridge,Sunday,6,1,13,0,6231,12066,3805,451,22553,100.0,No
Synthetic_Generated,Area_Level,Koramangala,Sony World Junction,Sunday,6,1,22,0,15910,31740,10490,1187,59327,100.0,No
Synthetic_Generated,Area_Level,Koramangala,Sarjapur Road,Sunday,6,1,8,1,14168,24737,6408,925,46238,100.0,No
Synthetic_Generated,Area_Level,Electronic City,Hosur Road,Sunday,6,1,8,1,1801,3259,910,122,6092,28.00409260040497,No
Synthetic_Generated,Area_Level,Electronic City,Silk Board Junction,Sunday,6,1,17,1,2650,4291,920,160,8021,36.02391243270509,No
Synthetic_Generated,Area_Level,M.G. Road,Anil Kumble Circle,Sunday,6,1,11,0,14331,25986,7284,971,48572,100.0,No
Synthetic_Generated,Area_Level,Jayanagar,Jayanagar 4th Block,Sunday,6,1,5,0,6039,9935,2226,371,18571,93.30876495813608,No
Synthetic_Generated,Area_Level,Jayanagar,South End Circle,Sunday,6,1,11,0,6284,12283,3932,459,22958,100.0,Yes
Synthetic_Generated,Area_Level,Hebbal,Ballari Road,Sunday,6,1,3,0,2908,5607,1756,210,10481,53.79862673132408,No
Synthetic_Generated,Area_Level,Indiranagar,100 Feet Road,Monday,0,0,4,0,9575,18326,5669,685,34255,100.0,No
Synthetic_Generated,Area_Level,Indiranagar,CMH Road,Monday,0,0,12,0,14825,25804,6637,965,48231,100.0,No
Synthetic_Generated,Area_Level,Whitefield,ITPL Main Road,Monday,0,0,10,1,8452,13496,2773,505,25226,100.0,No
Synthetic_Generated,Area_Level,Koramangala,Sony World Junction,Monday,0,0,22,0,14032,26111,7687,976,48806,100.0,No
Synthetic_Generated,Area_Level,Electronic City,Hosur Road,Monday,0,0,8,1,3205,5759,1585,215,10764,52.27430005301891,No
Synthetic_Generated,Area_Level,Electronic City,Silk Board Junction,Monday,0,0,14,0,6744,12067,3294,451,22556,100.0,No
Synthetic_Generated,Area_Level,M.G. Road,Anil Kumble Circle,Monday,0,0,15,0,14031,22055,4314,824,41224,100.0,Yes
Synthetic_Generated,Area_Level,Jayanagar,Jayanagar 4th Block,Monday,0,0,0,0,8202,13401,2945,501,25049,100.0,No
Synthetic_Generated,Area_Level,Hebbal,Ballari Road,Monday,0,0,16,0,7716,14449,4302,540,27007,100.0,No
Synthetic_Generated,Area_Level,Indiranagar,100 Feet Road,Tuesday,1,0,4,0,7268,11610,2388,434,21700,100.0,No
Synthetic_Generated,Area_Level,Indiranagar,CMH Road,Tuesday,1,0,23,0,9668,17254,4684,645,32251,100.0,No
Synthetic_Generated,Area_Level,Whitefield,Marathahalli Bridge,Tuesday,1,0,3,0,10034,15651,2985,585,29255,100.0,No
Synthetic_Generated,Area_Level,Koramangala,Sony World Junction,Tuesday,1,0,10,1,10559,17362,3882,649,32452,100.0,No
Synthetic_Generated,Area_Level,Koramangala,Sarjapur Road,Tuesday,1,0,2,0,10948,18172,4168,679,33967,100.0,No
Synthetic_Generated,Area_Level,Electronic City,Hosur Road,Tuesday,1,0,23,0,6890,11340,2543,424,21197,100.0,No
Synthetic_Generated,Area_Level,M.G. Road,Trinity Circle,Tuesday,1,0,12,0,7567,13944,4032,521,26064,100.0,Yes
Synthetic_Generated,Area_Level,M.G. Road,Anil Kumble Circle,Tuesday,1,0,14,0,12750,20470,4277,765,38262,100.0,No
Synthetic_Generated,Area_Level,Jayanagar,South End Circle,Tuesday,1,0,1,0,10570,17119,3669,640,31998,100.0,No
Synthetic_Generated,Area_Level,Hebbal,Ballari Road,Tuesday,1,0,18,1,8047,12504,2354,467,23372,100.0,No
Synthetic_Generated,Area_Level,Indiranagar,100 Feet Road,Wednesday,2,0,5,0,3512,6008,1485,225,11230,57.00505755348744,No
Synthetic_Generated,Area_Level,Indiranagar,CMH Road,Wednesday,2,0,21,0,3970,6290,1262,235,11757,57.88071580197354,No
Synthetic_Generated,Area_Level,Koramangala,Sony World Junction,Wednesday,2,0,5,0,8509,15205,4139,568,28421,100.0,No
Synthetic_Generated,Area_Level,Electronic City,Silk Board Junction,Wednesday,2,0,4,0,3987,7871,2561,294,14713,73.43198137882447,No
Synthetic_Generated,Area_Level,M.G. Road,Trinity Circle,Wednesday,2,0,0,0,8482,13841,3031,517,25871,100.0,No
Synthetic_Generated,Area_Level,M.G. Road,Anil Kumble Circle,Wednesday,2,0,11,0,7967,13758,3476,514,25715,100.0,Yes
Synthetic_Generated,Area_Level,Jayanagar,Jayanagar 4th Block,Wednesday,2,0,13,0,9885,16378,3738,612,30613,100.0,No
Synthetic_Generated,Area_Level,Hebbal,Hebbal Flyover,Wednesday,2,0,1,0,7241,11600,2407,434,21682,100.0,No
Synthetic_Generated,Area_Level,Hebbal,Ballari Road,Wednesday,2,0,18,1,5211,9490,2683,355,17739,84.22213726723493,Yes
Synthetic_Generated,Area_Level,Indiranagar,100 Feet Road,Thursday,3,0,11,0,10522,20034,6141,749,37446,100.0,No
Synthetic_Generated,Area_Level,Indiranagar,CMH Road,Thursday,3,0,12,0,17627,27970,5638,1046,52281,100.0,Yes
Synthetic_Generated,Area_Level,Koramangala,Sony World Junction,Thursday,3,0,10,1,14594,26104,7118,976,48792,100.0,No
Synthetic_Generated,Area_Level,Electronic City,Hosur Road,Thursday,3,0,9,1,3623,7286,2438,272,13619,64.66750923451872,Yes
Synthetic_Generated,Area_Level,Electronic City,Silk Board Junction,Thursday,3,0,13,0,4670,9264,3035,346,17315,86.18085225067401,No
Synthetic_Generated,Area_Level,M.G. Road,Trinity Circle,Thursday,3,0,3,0,7345,12942,3419,484,24190,100.0,No
Synthetic_Generated,Area_Level,M.G. Road,Anil Kumble Circle,Thursday,3,0,4,0,3620,6154,1499,230,11503,55.54849235980974,No
Synthetic_Generated,Area_Level,Jayanagar,Jayanagar 4th Block,Thursday,3,0,20,1,4986,9225,2687,345,17243,88.49100825258829,No
Synthetic_Generated,Area_Level,Hebbal,Hebbal Flyover,Thursday,3,0,22,0,9132,14602,3014,546,27294,100.0,No
Synthetic_Generated,Area_Level,Yeshwanthpur,Yeshwanthpur Circle,Thursday,3,0,9,1,7484,15044,5030,562,28120,100.0,No
Synthetic_Generated,Area_Level,Yeshwanthpur,Tumkur Road,Thursday,3,0,6,0,5663,8850,1698,331,16542,78.7229591380279,No
Synthetic_Generated,Area_Level,Indiranagar,100 Feet Road,Friday,4,0,15,0,7370,12640,3143,473,23626,100.0,No
Synthetic_Generated,Area_Level,Indiranagar,CMH Road,Friday,4,0,9,1,11773,20119,4962,752,37606,100.0,No
Synthetic_Generated,Area_Level,Koramangala,Sony World Junction,Friday,4,0,0,0,8428,15999,4879,598,29904,100.0,No
Synthetic_Generated,Area_Level,Koramangala,Sarjapur Road,Friday,4,0,3,0,15535,24638,4959,921,46053,100.0,No
Synthetic_Generated,Area_Level,Electronic City,Silk Board Junction,Friday,4,0,17,1,1609,2955,849,110,5523,28.51420717944885,No
Synthetic_Generated,Area_Level,M.G. Road,Trinity Circle,Friday,4,0,15,0,11134,19905,5422,744,37205,100.0,No
Synthetic_Generated,Area_Level,M.G. Road,Anil Kumble Circle,Friday,4,0,0,0,16617,28878,7403,1080,53978,100.0,No
Synthetic_Generated,Area_Level,Jayanagar,Jayanagar 4th Block,Friday,4,0,5,0,9207,17023,4953,636,31819,100.0,No
Synthetic_Generated,Area_Level,Jayanagar,South End Circle,Friday,4,0,5,0,7679,15196,4961,568,28404,100.0,No
Synthetic_Generated,Area_Level,Yeshwanthpur,Yeshwanthpur Circle,Friday,4,0,16,0,8524,14941,3904,559,27928,100.0,Yes
Synthetic_Generated,Area_Level,Indiranagar,100 Feet Road,Saturday,5,1,0,0,6877,13076,4000,489,24442,100.0,No
Synthetic_Generated,Area_Level,Indiranagar,CMH Road,Saturday,5,1,2,0,7344,11450,2180,428,21402,100.0,No
Synthetic_Generated,Area_Level,Whitefield,Marathahalli Bridge,Saturday,5,1,19,1,4205,8431,2808,315,15759,74.31060986177644,No
Synthetic_Generated,Area_Level,Whitefield,ITPL Main Road,Saturday,5,1,4,0,5514,9146,2093,342,17095,89.82286605260418,Yes
Synthetic_Generated,Area_Level,Koramangala,Sony World Junction,Saturday,5,1,15,0,8885,15647,4129,585,29246,100.0,No
Synthetic_Generated,Area_Level,Koramangala,Sarjapur Road,Saturday,5,1,5,0,12912,22758,6018,851,42539,100.0,No
Synthetic_Generated,Area_Level,M.G. Road,Anil Kumble Circle,Saturday,5,1,2,0,12402,20482,4634,766,38284,100.0,No
Synthetic_Generated,Area_Level,Jayanagar,Jayanagar 4th Block,Saturday,5,1,5,0,7362,13373,3762,500,24997,100.0,No
Synthetic_Generated,Area_Level,Jayanagar,South End Circle,Saturday,5,1,17,1,10180,17047,4000,637,31864,100.0,No
Synthetic_Generated,Area_Level,Yeshwanthpur,Yeshwanthpur Circle,Saturday,5,1,20,1,7973,12816,2687,479,23955,100.0,No
Synthetic_Generated,Area_Level,Indiranagar,100 Feet Road,Sunday,6,1,20,1,3589,6754,2029,252,12624,62.38706765142411,No
Synthetic_Generated,Area_Level,Indiranagar,CMH Road,Sunday,6,1,9,1,13034,22788,5921,852,42595,100.0,No
Synthetic_Generated,Area_Level,Whitefield,Marathahalli Bridge,Sunday,6,1,16,0,5973,9448,1885,353,17659,88.09644880047439,No
Synthetic_Generated,Area_Level,Whitefield,ITPL Main Road,Sunday,6,1,5,0,4400,8857,2967,331,16555,83.25287606020495,No
Synthetic_Generated,Area_Level,M.G. Road,Trinity Circle,Sunday,6,1,7,1,11707,19399,4429,725,36260,100.0,Yes
Synthetic_Generated,Area_Level,Jayanagar,Jayanagar 4th Block,Sunday,6,1,21,0,6849,12125,3236,453,22663,100.0,No
Synthetic_Generated,Area_Level,Yeshwanthpur,Yeshwanthpur Circle,Sunday,6,1,0,0,6617,11207,2705,419,20948,100.0,No
Synthetic_Generated,Area_Level,Indiranagar,100 Feet Road,Monday,0,0,2,0,10678,19042,5161,712,35593,100.0,No
Synthetic_Generated,Area_Level,Indiranagar,CMH Road,Monday,0,0,5,0,10795,17920,4110,670,33495,100.0,No
Synthetic_Generated,Area_Level,Koramangala,Sony World Junction,Monday,0,0,0,0,17531,35335,11860,1321,66047,100.0,No
Synthetic_Generated,Area_Level,Koramangala,Sarjapur Road,Monday,0,0,4,0,12706,21275,4990,795,39766,100.0,No
Synthetic_Generated,Area_Level,M.G. Road,Anil Kumble Circle,Monday,0,0,14,0,9982,19071,5881,713,35647,100.0,Yes
Synthetic_Generated,Area_Level,Jayanagar,South End Circle,Monday,0,0,10,1,8760,15053,3760,563,28136,100.0,No
Synthetic_Generated,Area_Level,Hebbal,Ballari Road,Monday,0,0,21,0,9338,15693,3714,587,29332,100.0,No
Synthetic_Generated,Area_Level,Yeshwanthpur,Yeshwanthpur Circle,Monday,0,0,19,1,4660,8193,2155,306,15314,73.99236333112472,No
Synthetic_Generated,Area_Level,Yeshwanthpur,Tumkur Road,Monday,0,0,8,1,1528,2873,863,107,5371,27.38560734005603,No
Synthetic_Generated,Area_Level,Indiranagar,100 Feet Road,Tuesday,1,0,6,0,9898,19706,6492,737,36833,100.0,Yes
Synthetic_Generated,Area_Level,Indiranagar,CMH Road,Tuesday,1,0,9,1,11121,20384,5833,762,38100,100.0,No
Synthetic_Generated,Area_Level,Whitefield,Marathahalli Bridge,Tuesday,1,0,14,0,4650,9137,2949,342,17078,83.02892561798764,No
Synthetic_Generated,Area_Level,Whitefield,ITPL Main Road,Tuesday,1,0,6,0,9626,15919,3616,595,29756,100.0,No
Synthetic_Generated,Area_Level,Koramangala,Sarjapur Road,Tuesday,1,0,15,0,16246,32538,10818,1216,60818,100.0,No
Synthetic_Generated,Area_Level,Electronic City,Hosur Road,Tuesday,1,0,9,1,6625,11997,3355,448,22425,100.0,No
Synthetic_Generated,Area_Level,M.G. Road,Trinity Circle,Tuesday,1,0,13,0,8050,13731,3371,513,25665,100.0,No
Synthetic_Generated,Area_Level,M.G. Road,Anil Kumble Circle,Tuesday,1,0,10,1,3559,6678,1996,250,12483,61.81698320829521,No
Synthetic_Generated,Area_Level,Jayanagar,Jayanagar 4th Block,Tuesday,1,0,7,1,13217,22515,5511,842,42085,100.0,No
Synthetic_Generated,Area_Level,Jayanagar,South End Circle,Tuesday,1,0,22,0,5882,10260,2651,384,19177,100.0,No
Synthetic_Generated,Area_Level,Hebbal,Hebbal Flyover,Tuesday,1,0,18,1,9409,17030,4756,637,31832,100.0,Yes
Synthetic_Generated,Area_Level,Hebbal,Ballari Road,Tuesday,1,0,3,0,6028,10176,2436,380,19020,92.56503009509804,No
Synthetic_Generated,Area_Level,Yeshwanthpur,Tumkur Road,Tuesday,1,0,20,1,3888,6421,1453,240,12002,57.85525817078765,No
Synthetic_Generated,Area_Level,Indiranagar,100 Feet Road,Wednesday,2,0,11,0,8707,17052,5477,637,31873,100.0,No
Synthetic_Generated,Area_Level,Indiranagar,CMH Road,Wednesday,2,0,21,0,13541,21360,4226,799,39926,100.0,Yes
Synthetic_Generated,Area_Level,Whitefield,ITPL Main Road,Wednesday,2,0,19,1,2822,4646,1042,174,8684,45.22462879846354,No
Synthetic_Generated,Area_Level,Electronic City,Silk Board Junction,Wednesday,2,0,10,1,4409,8357,2543,312,15621,79.73405271536899,No
Synthetic_Generated,Area_Level,M.G. Road,Trinity Circle,Wednesday,2,0,0,0,12800,22183,5652,829,41464,100.0,No
Synthetic_Generated,Area_Level,M.G. Road,Anil Kumble Circle,Wednesday,2,0,6,0,6795,13286,4255,497,24833,100.0,No
Synthetic_Generated,Area_Level,Jayanagar,Jayanagar 4th Block,Wednesday,2,0,13,0,6834,10912,2243,408,20397,100.0,No
Synthetic_Generated,Area_Level,Jayanagar,South End Circle,Wednesday,2,0,15,0,8805,13955,2803,522,26085,100.0,No
Synthetic_Generated,Area_Level,Yeshwanthpur,Yeshwanthpur Circle,Wednesday,2,0,6,0,7102,11286,2285,422,21095,100.0,No
Synthetic_Generated,Area_Level,Indiranagar,100 Feet Road,Thursday,3,0,3,0,10292,19831,6203,741,37067,100.0,No
Synthetic_Generated,Area_Level,Indiranagar,CMH Road,Thursday,3,0,20,1,10848,20262,6005,757,37872,100.0,No
Synthetic_Generated,Area_Level,Whitefield,Marathahalli Bridge,Thursday,3,0,23,0,7223,13047,3629,488,24387,100.0,No
Synthetic_Generated,Area_Level,Whitefield,ITPL Main Road,Thursday,3,0,12,0,9180,18133,5903,678,33894,100.0,Yes
Synthetic_Generated,Area_Level,M.G. Road,Trinity Circle,Thursday,3,0,4,0,16929,30362,8326,1135,56752,100.0,No
Synthetic_Generated,Area_Level,M.G. Road,Anil Kumble Circle,Thursday,3,0,6,0,8898,14348,3036,536,26818,100.0,No
Synthetic_Generated,Area_Level,Jayanagar,Jayanagar 4th Block,Thursday,3,0,0,0,2900,5116,1356,191,9563,47.31367010096172,No
Synthetic_Generated,Area_Level,Hebbal,Hebbal Flyover,Thursday,3,0,22,0,7355,13266,3680,496,24797,100.0,No
Synthetic_Generated,Area_Level,Yeshwanthpur,Tumkur Road,Thursday,3,0,2,0,7140,11779,2658,440,22017,100.0,No
Synthetic_Generated,Area_Level,Indiranagar,100 Feet Road,Friday,4,0,14,0,3708,6132,1392,229,11461,52.80627382957707,No
Synthetic_Generated,Area_Level,Indiranagar,CMH Road,Friday,4,0,6,0,11587,20040,5082,749,37458,100.0,No
Synthetic_Generated,Area_Level,Whitefield,ITPL Main Road,Friday,4,0,13,0,10339,19322,5733,722,36116,100.0,No
Synthetic_Generated,Area_Level,Koramangala,Sarjapur Road,Friday,4,0,15,0,14646,24601,5816,920,45983,100.0,No
Synthetic_Generated,Area_Level,Electronic City,Hosur Road,Friday,4,0,20,1,4918,8319,2001,311,15549,75.14347254752599,No
Synthetic_Generated,Area_Level,Electronic City,Silk Board Junction,Friday,4,0,5,0,7263,12956,3514,484,24217,100.0,No
Synthetic_Generated,Area_Level,M.G. Road,Trinity Circle,Friday,4,0,0,0,8119,13750,3318,514,25701,100.0,No
Synthetic_Generated,Area_Level,M.G. Road,Anil Kumble Circle,Friday,4,0,3,0,11328,20443,5677,764,38212,100.0,No
Synthetic_Generated,Area_Level,Jayanagar,South End Circle,Friday,4,0,21,0,8923,14860,3436,556,27775,100.0,No
Synthetic_Generated,Area_Level,Hebbal,Hebbal Flyover,Friday,4,0,21,0,8650,15236,4023,570,28479,100.0,No
Synthetic_Generated,Area_Level,Indiranagar,100 Feet Road,Saturday,5,1,14,0,11203,18898,4517,706,35324,100.0,No
Synthetic_Generated,Area_Level,Indiranagar,CMH Road,Saturday,5,1,14,0,6386,12780,4244,478,23888,100.0,No
Synthetic_Generated,Area_Level,Whitefield,Marathahalli Bridge,Saturday,5,1,16,0,6810,11435,2702,427,21374,100.0,No
Synthetic_Generated,Area_Level,Koramangala,Sony World Junction,Saturday,5,1,4,0,8570,15682,4475,586,29313,100.0,No
Synthetic_Generated,Area_Level,Koramangala,Sarjapur Road,Saturday,5,1,22,0,19718,34569,9036,1292,64615,100.0,No
Synthetic_Generated,Area_Level,Electronic City,Silk Board Junction,Saturday,5,1,10,1,10545,17167,3733,642,32087,100.0,No
Synthetic_Generated,Area_Level,M.G. Road,Anil Kumble Circle,Saturday,5,1,9,1,17897,27762,5195,1038,51892,100.0,No
Synthetic_Generated,Area_Level,Jayanagar,Jayanagar 4th Block,Saturday,5,1,12,0,12847,23542,6735,880,44004,100.0,No
Synthetic_Generated,Area_Level,Jayanagar,South End Circle,Saturday,5,1,1,0,5048,9621,2955,360,17984,87.48130593610784,No
Synthetic_Generated,Area_Level,Hebbal,Hebbal Flyover,Saturday,5,1,4,0,7060,12330,3196,461,23047,100.0,Yes
Synthetic_Generated,Area_Level,Yeshwanthpur,Yeshwanthpur Circle,Saturday,5,1,17,1,6992,10851,2033,406,20282,100.0,No
Synthetic_Generated,Area_Level,Indiranagar,100 Feet Road,Sunday,6,1,1,0,17055,29482,7467,1102,55106,100.0,No
Synthetic_Generated,Area_Level,Indiranagar,CMH Road,Sunday,6,1,14,0,6647,13019,4182,487,24335,100.0,No
Synthetic_Generated,Area_Level,Whitefield,Marathahalli Bridge,Sunday,6,1,6,0,4147,7581,2159,283,14170,74.22034444733883,No
Synthetic_Generated,Area_Level,Koramangala,Sarjapur Road,Sunday,6,1,9,1,15527,30171,9568,1128,56394,100.0,No
Synthetic_Generated,Area_Level,Jayanagar,Jayanagar 4th Block,Sunday,6,1,7,1,9684,18842,5988,704,35218,100.0,No
Synthetic_Generated,Area_Level,Jayanagar,South End Circle,Sunday,6,1,8,1,2609,5131,1659,192,9591,49.8256811726479,No
Synthetic_Generated,Area_Level,Hebbal,Ballari Road,Sunday,6,1,17,1,10443,16247,3072,607,30369,100.0,No
Synthetic_Generated,Area_Level,Indiranagar,100 Feet Road,Monday,0,0,7,1,13228,20938,4187,783,39136,100.0,No
Synthetic_Generated,Area_Level,Indiranagar,CMH Road,Monday,0,0,13,0,12808,20399,4159,763,38129,100.0,No
Synthetic_Generated,Area_Level,Whitefield,Marathahalli Bridge,Monday,0,0,11,0,10255,17643,4420,660,32978,100.0,No
Synthetic_Generated,Area_Level,Koramangala,Sony World Junction,Monday,0,0,16,0,7865,15073,4672,563,28173,100.0,No
Synthetic_Generated,Area_Level,M.G. Road,Trinity Circle,Monday,0,0,22,0,12119,22456,6559,839,41973,100.0,No
Synthetic_Generated,Area_Level,M.G. Road,Anil Kumble Circle,Monday,0,0,17,1,17297,28838,6689,1078,53902,100.0,No
Synthetic_Generated,Area_Level,Jayanagar,Jayanagar 4th Block,Monday,0,0,5,0,9404,16018,3920,599,29941,100.0,No
Synthetic_Generated,Area_Level,Jayanagar,South End Circle,Monday,0,0,0,0,11537,18859,4150,705,35251,100.0,Yes
Synthetic_Generated,Area_Level,Hebbal,Ballari Road,Monday,0,0,6,0,10556,16594,3247,620,31017,100.0,No
Synthetic_Generated,Area_Level,Indiranagar,100 Feet Road,Tuesday,1,0,14,0,14960,28659,8879,1071,53569,100.0,No
Synthetic_Generated,Area_Level,Indiranagar,CMH Road,Tuesday,1,0,1,0,11787,20241,5048,757,37833,100.0,No
Synthetic_Generated,Area_Level,Whitefield,ITPL Main Road,Tuesday,1,0,12,0,4767,8993,2713,336,16809,79.86431102626466,No
Synthetic_Generated,Area_Level,Koramangala,Sony World Junction,Tuesday,1,0,14,0,14269,23650,5403,884,44206,100.0,No
Synthetic_Generated,Area_Level,Koramangala,Sarjapur Road,Tuesday,1,0,8,1,12674,24275,7518,907,45374,100.0,Yes
Synthetic_Generated,Area_Level,M.G. Road,Trinity Circle,Tuesday,1,0,18,1,16136,28611,7662,1070,53479,100.0,No
Synthetic_Generated,Area_Level,M.G. Road,Anil Kumble Circle,Tuesday,1,0,2,0,9871,15619,3120,584,29194,100.0,No
Synthetic_Generated,Area_Level,Jayanagar,Jayanagar 4th Block,Tuesday,1,0,1,0,7757,15231,4912,569,28469,100.0,No
Synthetic_Generated,Area_Level,Jayanagar,South End Circle,Tuesday,1,0,17,1,6114,9782,2022,366,18284,95.34344635286864,No
Synthetic_Generated,Area_Level,Hebbal,Hebbal Flyover,Tuesday,1,0,12,0,10859,21537,7055,805,40256,100.0,No
Synthetic_Generated,Area_Level,Yeshwanthpur,Yeshwanthpur Circle,Tuesday,1,0,16,0,7410,12046,2609,450,22515,100.0,No
Synthetic_Generated,Area_Level,Yeshwanthpur,Tumkur Road,Tuesday,1,0,10,1,5271,8703,1968,325,16267,80.55966556300785,No
Synthetic_Generated,Area_Level,Indiranagar,CMH Road,Wednesday,2,0,6,0,12393,23209,6911,868,43381,100.0,No
Synthetic_Generated,Area_Level,Whitefield,ITPL Main Road,Wednesday,2,0,19,1,7718,12479,2662,467,23326,100.0,No
Synthetic_Generated,Area_Level,Koramangala,Sony World Junction,Wednesday,2,0,19,1,14042,24269,6145,907,45363,100.0,No
Synthetic_Generated,Area_Level,Koramangala,Sarjapur Road,Wednesday,2,0,16,0,16122,25259,4889,944,47214,100.0,No
Synthetic_Generated,Area_Level,M.G. Road,Trinity Circle,Wednesday,2,0,6,0,12809,21833,5351,816,40809,100.0,No
Synthetic_Generated,Area_Level,Jayanagar,Jayanagar 4th Block,Wednesday,2,0,14,0,5605,8789,1705,329,16428,83.44954855010596,No
Synthetic_Generated,Area_Level,Jayanagar,South End Circle,Wednesday,2,0,8,1,8918,16723,4992,625,31258,100.0,No
Synthetic_Generated,Area_Level,Hebbal,Hebbal Flyover,Wednesday,2,0,2,0,4424,8599,2729,321,16073,84.166680559215,No
Synthetic_Generated,Area_Level,Hebbal,Ballari Road,Wednesday,2,0,22,0,7874,14302,4021,535,26732,100.0,No
Synthetic_Generated,Area_Level,Yeshwanthpur,Yeshwanthpur Circle,Wednesday,2,0,3,0,3471,6930,2294,259,12954,63.02028098306662,No
Synthetic_Generated,Area_Level,Indiranagar,100 Feet Road,Thursday,3,0,22,0,9675,19426,6483,726,36310,100.0,No
Synthetic_Generated,Area_Level,M.G. Road,Trinity Circle,Thursday,3,0,10,1,13051,21008,4424,785,39268,100.0,No
